"","alert_id","alert_type","timestamp","src_ip","src_port","dest_ip","dest_port","infected_host","step"
"866",866,"ssl_alert",1461312321,"149.170.18.28",62401,"199.226.58.13",443,"149.170.18.28","S2"
"867",867,"scan_alert",1461320134,"149.170.18.28",49281,"149.170.27.226",379,"149.170.18.28","S4"
"868",868,"tor_alert",1461341126,"149.170.18.28",50732,"94.213.119.145",443,"149.170.18.28","S5"
"869",869,"disguised_exe_alert",1464843485,"149.170.11.65",49338,"77.152.215.25",80,"149.170.11.65","S1"
"870",870,"nc_alert",1465448286,NA,NA,NA,NA,NA,"S6"
"871",871,"disguised_exe_alert",1464530116,"149.170.100.42",61356,"90.31.223.153",80,"149.170.100.42","S1"
"872",872,"ip_alert",1464809563,"149.170.100.42",61785,"92.63.87.3",443,"149.170.100.42","S2"
"873",873,"tor_alert",1464816428,"149.170.100.42",55637,"178.17.170.77",443,"149.170.100.42","S5"
"874",874,"hash_alert",1455827183,"149.170.205.173",62680,"242.102.216.230",80,"149.170.205.173","S1"
"875",875,"ip_alert",1456269437,"149.170.205.173",52235,"202.137.31.219",443,"149.170.205.173","S2"
"876",876,"brute_force_alert",1456413278,"149.170.205.173",49592,"149.170.0.200",705,"149.170.205.173","S3"
"877",877,"nc_alert",1456431984,NA,NA,NA,NA,NA,"S6"
"878",878,"hash_alert",1457250790,"149.170.129.240",62492,"111.221.74.215",80,"149.170.129.240","S1"
"879",879,"nc_alert",1457855591,NA,NA,NA,NA,NA,"S6"
"880",880,"disguised_exe_alert",1456847470,"149.170.229.97",63091,"203.60.126.23",80,"149.170.229.97","S1"
"881",881,"ssl_alert",1457189402,"149.170.229.97",64375,"46.0.146.238",443,"149.170.229.97","S2"
"882",882,"nc_alert",1457452271,NA,NA,NA,NA,NA,"S6"
"883",883,"disguised_exe_alert",1453536429,"149.170.76.114",55486,"115.141.149.140",80,"149.170.76.114","S1"
"884",884,"ssl_alert",1453679011,"149.170.76.114",57724,"86.243.95.229",443,"149.170.76.114","S2"
"885",885,"brute_force_alert",1453919480,"149.170.76.114",54363,"149.170.187.91",643,"149.170.76.114","S3"
"886",886,"tor_alert",1453999257,"149.170.76.114",61877,"71.55.136.183",443,"149.170.76.114","S5"
"887",887,"disguised_exe_alert",1453793383,"149.170.137.209",59743,"105.59.55.158",80,"149.170.137.209","S1"
"888",888,"ip_alert",1454031956,"149.170.137.209",50041,"195.187.111.11",443,"149.170.137.209","S2"
"889",889,"tor_alert",1454227718,"149.170.137.209",59999,"95.211.188.207",443,"149.170.137.209","S5"
"890",890,"hash_alert",1453537523,"149.170.28.134",52551,"200.23.59.61",80,"149.170.28.134","S1"
"891",891,"ip_alert",1454055489,"149.170.28.134",57301,"193.13.142.11",443,"149.170.28.134","S2"
"892",892,"scan_alert",1454126018,"149.170.28.134",50689,"149.170.80.71",193,"149.170.28.134","S4"
"893",893,"tor_alert",1454135343,"149.170.28.134",51667,"62.210.81.190",443,"149.170.28.134","S5"
"894",894,"disguised_exe_alert",1465427531,"149.170.21.14",54737,"233.108.50.45",80,"149.170.21.14","S1"
"895",895,"ssl_alert",1465748021,"149.170.21.14",61126,"108.113.2.83",443,"149.170.21.14","S2"
"896",896,"tor_alert",1465795870,"149.170.21.14",54964,"151.80.185.45",443,"149.170.21.14","S5"
"897",897,"domain_alert",1458594574,"149.170.71.191",50159,"149.170.39.93",53,"149.170.71.191","S1"
"898",898,"ssl_alert",1458656627,"149.170.71.191",63795,"113.47.246.207",443,"149.170.71.191","S2"
"899",899,"tor_alert",1459031132,"149.170.71.191",63504,"46.163.217.173",443,"149.170.71.191","S5"
"900",900,"disguised_exe_alert",1455165804,"149.170.245.61",50235,"36.172.214.159",80,"149.170.245.61","S1"
"901",901,"ip_alert",1455424750,"149.170.245.61",57505,"147.156.165.26",443,"149.170.245.61","S2"
"902",902,"scan_alert",1455612100,"149.170.245.61",55903,"149.170.191.157",47,"149.170.245.61","S4"
"903",903,"nc_alert",1455770605,NA,NA,NA,NA,NA,"S6"
"904",904,"disguised_exe_alert",1466020628,"149.170.217.23",63134,"46.144.0.71",80,"149.170.217.23","S1"
"905",905,"ssl_alert",1466261278,"149.170.217.23",52424,"185.209.132.36",443,"149.170.217.23","S2"
"906",906,"scan_alert",1466387858,"149.170.217.23",54883,"149.170.94.14",851,"149.170.217.23","S4"
"907",907,"tor_alert",1466553979,"149.170.217.23",65219,"188.166.21.56",443,"149.170.217.23","S5"
"908",908,"disguised_exe_alert",1463758971,"149.170.236.13",58391,"124.11.98.211",80,"149.170.236.13","S1"
"909",909,"ip_alert",1464221154,"149.170.236.13",54357,"78.47.139.58",443,"149.170.236.13","S2"
"910",910,"tor_alert",1464239182,"149.170.236.13",65138,"95.130.12.47",443,"149.170.236.13","S5"
"911",911,"hash_alert",1451926219,"149.170.78.181",62180,"186.169.75.79",80,"149.170.78.181","S1"
"912",912,"ssl_alert",1452320494,"149.170.78.181",62674,"179.172.82.219",443,"149.170.78.181","S2"
"913",913,"pass_hash_alert",1452409496,"149.170.78.181",50641,"149.170.5.102",670,"149.170.78.181","S3"
"914",914,"tor_alert",1452505560,"149.170.78.181",56727,"213.239.216.222",443,"149.170.78.181","S5"
"915",915,"disguised_exe_alert",1460506916,"149.170.11.66",61196,"98.170.42.235",80,"149.170.11.66","S1"
"916",916,"ip_alert",1460613152,"149.170.11.66",63311,"5.187.4.183",443,"149.170.11.66","S2"
"917",917,"nc_alert",1461111717,NA,NA,NA,NA,NA,"S6"
"918",918,"hash_alert",1463374206,"149.170.169.46",62176,"209.59.74.191",80,"149.170.169.46","S1"
"919",919,"ip_alert",1463813969,"149.170.169.46",64997,"77.236.181.72",443,"149.170.169.46","S2"
"920",920,"brute_force_alert",1463911544,"149.170.169.46",55518,"149.170.17.155",1020,"149.170.169.46","S3"
"921",921,"scan_alert",1463922368,"149.170.169.46",51694,"149.170.155.22",466,"149.170.169.46","S4"
"922",922,"tor_alert",1463951867,"149.170.169.46",52517,"46.19.93.214",443,"149.170.169.46","S5"
"923",923,"disguised_exe_alert",1464468714,"149.170.86.200",52591,"165.107.222.8",80,"149.170.86.200","S1"
"924",924,"ip_alert",1464792587,"149.170.86.200",64713,"129.194.92.158",443,"149.170.86.200","S2"
"925",925,"brute_force_alert",1464891838,"149.170.86.200",52285,"149.170.51.225",14,"149.170.86.200","S3"
"926",926,"scan_alert",1465057789,"149.170.86.200",62244,"149.170.122.82",599,"149.170.86.200","S4"
"927",927,"tor_alert",1465065270,"149.170.86.200",50520,"89.252.2.140",443,"149.170.86.200","S5"
"928",928,"disguised_exe_alert",1459828992,"149.170.215.153",65048,"25.60.221.136",80,"149.170.215.153","S1"
"929",929,"ip_alert",1460166521,"149.170.215.153",52077,"203.151.94.120",443,"149.170.215.153","S2"
"930",930,"nc_alert",1460433793,NA,NA,NA,NA,NA,"S6"
"931",931,"disguised_exe_alert",1461192425,"149.170.20.12",63672,"41.246.226.50",80,"149.170.20.12","S1"
"932",932,"ip_alert",1461759228,"149.170.20.12",54814,"195.251.250.37",443,"149.170.20.12","S2"
"933",933,"pass_hash_alert",1461763202,"149.170.20.12",54334,"149.170.42.135",913,"149.170.20.12","S3"
"934",934,"nc_alert",1461797226,NA,NA,NA,NA,NA,"S6"
"935",935,"hash_alert",1454817075,"149.170.90.85",57906,"119.69.85.225",80,"149.170.90.85","S1"
"936",936,"domain_flux_alert",1455168870,"149.170.90.85",55361,"149.170.39.93",53,"149.170.90.85","S2"
"937",937,"nc_alert",1455421876,NA,NA,NA,NA,NA,"S6"
"938",938,"domain_alert",1460204160,"149.170.169.112",50946,"149.170.39.93",53,"149.170.169.112","S1"
"939",939,"ssl_alert",1460529985,"149.170.169.112",57830,"61.127.110.55",443,"149.170.169.112","S2"
"940",940,"brute_force_alert",1460707577,"149.170.169.112",60856,"149.170.171.83",760,"149.170.169.112","S3"
"941",941,"scan_alert",1460738003,"149.170.169.112",62596,"149.170.191.65",500,"149.170.169.112","S4"
"942",942,"nc_alert",1460808961,NA,NA,NA,NA,NA,"S6"
"943",943,"hash_alert",1456503869,"149.170.107.9",57016,"181.155.228.110",80,"149.170.107.9","S1"
"944",944,"ip_alert",1457064772,"149.170.107.9",53168,"106.187.49.59",443,"149.170.107.9","S2"
"945",945,"nc_alert",1457108670,NA,NA,NA,NA,NA,"S6"
"946",946,"hash_alert",1464898914,"149.170.138.75",53772,"220.52.118.198",80,"149.170.138.75","S1"
"947",947,"ssl_alert",1465147409,"149.170.138.75",61206,"150.164.141.103",443,"149.170.138.75","S2"
"948",948,"scan_alert",1465261802,"149.170.138.75",59042,"149.170.116.129",654,"149.170.138.75","S4"
"949",949,"tor_alert",1465203509,"149.170.138.75",50354,"5.51.204.241",443,"149.170.138.75","S5"
"950",950,"disguised_exe_alert",1461486135,"149.170.237.204",55609,"151.243.130.115",80,"149.170.237.204","S1"
"951",951,"ssl_alert",1461570684,"149.170.237.204",61148,"122.234.227.205",443,"149.170.237.204","S2"
"952",952,"scan_alert",1462031266,"149.170.237.204",63601,"149.170.216.109",420,"149.170.237.204","S4"
"953",953,"tor_alert",1462014239,"149.170.237.204",51802,"50.247.195.124",443,"149.170.237.204","S5"
"954",954,"disguised_exe_alert",1456932115,"149.170.122.239",57718,"133.193.95.48",80,"149.170.122.239","S1"
"955",955,"domain_flux_alert",1456963028,"149.170.122.239",53707,"149.170.39.93",53,"149.170.122.239","S2"
"956",956,"scan_alert",1457257057,"149.170.122.239",54474,"149.170.210.70",143,"149.170.122.239","S4"
"957",957,"tor_alert",1457462545,"149.170.122.239",49963,"212.47.230.120",443,"149.170.122.239","S5"
"958",958,"hash_alert",1453715410,"149.170.90.150",51990,"109.8.245.61",80,"149.170.90.150","S1"
"959",959,"domain_flux_alert",1454139795,"149.170.90.150",64955,"149.170.39.92",53,"149.170.90.150","S2"
"960",960,"tor_alert",1454313868,"149.170.90.150",52522,"194.218.3.79",443,"149.170.90.150","S5"
"961",961,"disguised_exe_alert",1454794299,"149.170.18.83",60634,"123.200.11.52",80,"149.170.18.83","S1"
"962",962,"ip_alert",1455308418,"149.170.18.83",54921,"202.44.54.4",443,"149.170.18.83","S2"
"963",963,"tor_alert",1455373119,"149.170.18.83",52154,"94.61.117.176",443,"149.170.18.83","S5"
"964",964,"hash_alert",1457455762,"149.170.10.123",56308,"38.211.36.30",80,"149.170.10.123","S1"
"965",965,"ip_alert",1457705334,"149.170.10.123",61316,"103.23.154.184",443,"149.170.10.123","S2"
"966",966,"nc_alert",1458060563,NA,NA,NA,NA,NA,"S6"
"967",967,"disguised_exe_alert",1463612920,"149.170.249.25",61625,"125.101.202.174",80,"149.170.249.25","S1"
"968",968,"ip_alert",1464025662,"149.170.249.25",63198,"198.74.58.153",443,"149.170.249.25","S2"
"969",969,"tor_alert",1464061596,"149.170.249.25",50931,"176.114.248.47",443,"149.170.249.25","S5"
"970",970,"disguised_exe_alert",1459532051,"149.170.31.235",53000,"155.102.27.53",80,"149.170.31.235","S1"
"971",971,"ip_alert",1459629654,"149.170.31.235",61290,"157.252.245.32",443,"149.170.31.235","S2"
"972",972,"pass_hash_alert",1459989661,"149.170.31.235",59582,"149.170.32.131",993,"149.170.31.235","S3"
"973",973,"scan_alert",1460027167,"149.170.31.235",53077,"149.170.231.171",177,"149.170.31.235","S4"
"974",974,"tor_alert",1460107524,"149.170.31.235",50700,"88.191.212.33",443,"149.170.31.235","S5"
"975",975,"disguised_exe_alert",1458898290,"149.170.46.116",53285,"216.65.25.111",80,"149.170.46.116","S1"
"976",976,"ip_alert",1459002926,"149.170.46.116",56161,"136.243.237.218",443,"149.170.46.116","S2"
"977",977,"tor_alert",1459195314,"149.170.46.116",53181,"90.65.152.205",443,"149.170.46.116","S5"
"978",978,"disguised_exe_alert",1466531521,"149.170.122.212",51600,"248.24.215.252",80,"149.170.122.212","S1"
"979",979,"ssl_alert",1466591122,"149.170.122.212",65217,"78.31.57.191",443,"149.170.122.212","S2"
"980",980,"pass_hash_alert",1467103169,"149.170.122.212",54424,"149.170.246.141",853,"149.170.122.212","S3"
"981",981,"tor_alert",1467130928,"149.170.122.212",55442,"101.98.108.187",443,"149.170.122.212","S5"
"982",982,"disguised_exe_alert",1461297058,"149.170.225.182",51610,"203.187.182.119",80,"149.170.225.182","S1"
"983",983,"ssl_alert",1461439497,"149.170.225.182",59152,"67.19.107.21",443,"149.170.225.182","S2"
"984",984,"scan_alert",1461741249,"149.170.225.182",51407,"149.170.47.224",247,"149.170.225.182","S4"
"985",985,"tor_alert",1461783751,"149.170.225.182",56106,"46.29.248.238",443,"149.170.225.182","S5"
"986",986,"disguised_exe_alert",1455146240,"149.170.211.7",61781,"40.102.220.48",80,"149.170.211.7","S1"
"987",987,"ip_alert",1455148099,"149.170.211.7",63183,"212.12.246.137",443,"149.170.211.7","S2"
"988",988,"brute_force_alert",1455526909,"149.170.211.7",55232,"149.170.20.202",960,"149.170.211.7","S3"
"989",989,"tor_alert",1455554603,"149.170.211.7",53568,"104.238.221.31",443,"149.170.211.7","S5"
"990",990,"hash_alert",1463224105,"149.170.116.225",51488,"190.13.229.208",80,"149.170.116.225","S1"
"991",991,"ssl_alert",1463826787,"149.170.116.225",60719,"148.136.163.9",443,"149.170.116.225","S2"
"992",992,"brute_force_alert",1463828547,"149.170.116.225",55374,"149.170.243.158",306,"149.170.116.225","S3"
"993",993,"scan_alert",1463828643,"149.170.116.225",57014,"149.170.20.45",614,"149.170.116.225","S4"
"994",994,"nc_alert",1463828906,NA,NA,NA,NA,NA,"S6"
"995",995,"hash_alert",1454191263,"149.170.186.162",53824,"197.10.240.168",80,"149.170.186.162","S1"
"996",996,"ssl_alert",1454658496,"149.170.186.162",64561,"203.235.85.133",443,"149.170.186.162","S2"
"997",997,"brute_force_alert",1454718206,"149.170.186.162",59780,"149.170.26.46",308,"149.170.186.162","S3"
"998",998,"scan_alert",1454720709,"149.170.186.162",58989,"149.170.70.129",975,"149.170.186.162","S4"
"999",999,"nc_alert",1454796064,NA,NA,NA,NA,NA,"S6"
"1000",1000,"hash_alert",1456928118,"149.170.219.45",54324,"174.168.243.156",80,"149.170.219.45","S1"
"1001",1001,"ip_alert",1457274824,"149.170.219.45",54327,"14.96.172.31",443,"149.170.219.45","S2"
"1002",1002,"scan_alert",1457414546,"149.170.219.45",63205,"149.170.87.204",266,"149.170.219.45","S4"
"1003",1003,"tor_alert",1457500708,"149.170.219.45",60528,"108.18.249.233",443,"149.170.219.45","S5"
"1004",1004,"disguised_exe_alert",1466165257,"149.170.250.143",50422,"149.170.38.103",80,"149.170.250.143","S1"
"1005",1005,"domain_flux_alert",1466213750,"149.170.250.143",60682,"149.170.39.92",53,"149.170.250.143","S2"
"1006",1006,"nc_alert",1466770058,NA,NA,NA,NA,NA,"S6"
"1007",1007,"disguised_exe_alert",1464488026,"149.170.106.252",53414,"109.16.126.113",80,"149.170.106.252","S1"
"1008",1008,"ip_alert",1464663074,"149.170.106.252",51871,"190.123.35.140",443,"149.170.106.252","S2"
"1009",1009,"pass_hash_alert",1464766579,"149.170.106.252",60389,"149.170.90.234",98,"149.170.106.252","S3"
"1010",1010,"nc_alert",1465092827,NA,NA,NA,NA,NA,"S6"
"1011",1011,"hash_alert",1454930028,"149.170.18.80",65528,"228.104.207.76",80,"149.170.18.80","S1"
"1012",1012,"ssl_alert",1455402372,"149.170.18.80",63002,"122.225.161.14",443,"149.170.18.80","S2"
"1013",1013,"nc_alert",1455534829,NA,NA,NA,NA,NA,"S6"
"1014",1014,"domain_alert",1452029599,"149.170.122.74",65250,"149.170.39.93",53,"149.170.122.74","S1"
"1015",1015,"domain_flux_alert",1452457526,"149.170.122.74",50739,"149.170.39.92",53,"149.170.122.74","S2"
"1016",1016,"brute_force_alert",1452476568,"149.170.122.74",62325,"149.170.174.83",568,"149.170.122.74","S3"
"1017",1017,"tor_alert",1452535816,"149.170.122.74",50026,"37.187.97.95",443,"149.170.122.74","S5"
"1018",1018,"hash_alert",1464068807,"149.170.242.27",60016,"117.181.150.68",80,"149.170.242.27","S1"
"1019",1019,"ip_alert",1464554881,"149.170.242.27",60920,"86.60.155.213",443,"149.170.242.27","S2"
"1020",1020,"scan_alert",1464650771,"149.170.242.27",50550,"149.170.229.199",249,"149.170.242.27","S4"
"1021",1021,"tor_alert",1464660038,"149.170.242.27",49399,"128.199.87.155",443,"149.170.242.27","S5"
"1022",1022,"domain_alert",1454817685,"149.170.105.43",51870,"149.170.39.93",53,"149.170.105.43","S1"
"1023",1023,"ip_alert",1455386714,"149.170.105.43",64794,"185.20.227.69",443,"149.170.105.43","S2"
"1024",1024,"brute_force_alert",1455419641,"149.170.105.43",63235,"149.170.23.62",621,"149.170.105.43","S3"
"1025",1025,"scan_alert",1455422019,"149.170.105.43",57827,"149.170.225.155",658,"149.170.105.43","S4"
"1026",1026,"tor_alert",1455422318,"149.170.105.43",51214,"72.14.177.164",443,"149.170.105.43","S5"
"1027",1027,"hash_alert",1464500902,"149.170.149.80",58571,"139.58.131.160",80,"149.170.149.80","S1"
"1028",1028,"ip_alert",1464655739,"149.170.149.80",53613,"151.236.216.254",443,"149.170.149.80","S2"
"1029",1029,"brute_force_alert",1464960120,"149.170.149.80",61409,"149.170.202.94",485,"149.170.149.80","S3"
"1030",1030,"scan_alert",1465014710,"149.170.149.80",55065,"149.170.78.198",42,"149.170.149.80","S4"
"1031",1031,"tor_alert",1465094444,"149.170.149.80",52466,"78.130.128.106",443,"149.170.149.80","S5"
"1032",1032,"hash_alert",1465244750,"149.170.63.64",64896,"177.221.243.103",80,"149.170.63.64","S1"
"1033",1033,"domain_flux_alert",1465837207,"149.170.63.64",59546,"149.170.39.93",53,"149.170.63.64","S2"
"1034",1034,"brute_force_alert",1465845513,"149.170.63.64",52459,"149.170.90.230",538,"149.170.63.64","S3"
"1035",1035,"scan_alert",1465845637,"149.170.63.64",65524,"149.170.110.13",893,"149.170.63.64","S4"
"1036",1036,"tor_alert",1465846153,"149.170.63.64",54129,"46.101.216.71",443,"149.170.63.64","S5"
"1037",1037,"hash_alert",1465823451,"149.170.135.28",58031,"228.168.20.150",80,"149.170.135.28","S1"
"1038",1038,"ssl_alert",1466248027,"149.170.135.28",55886,"41.108.67.99",443,"149.170.135.28","S2"
"1039",1039,"brute_force_alert",1466423066,"149.170.135.28",63547,"149.170.222.10",994,"149.170.135.28","S3"
"1040",1040,"scan_alert",1466427365,"149.170.135.28",50848,"149.170.206.30",454,"149.170.135.28","S4"
"1041",1041,"tor_alert",1466427786,"149.170.135.28",55280,"83.167.185.35",443,"149.170.135.28","S5"
"1042",1042,"hash_alert",1459019325,"149.170.9.184",49577,"102.193.65.182",80,"149.170.9.184","S1"
"1043",1043,"ssl_alert",1459379969,"149.170.9.184",65216,"252.112.162.112",443,"149.170.9.184","S2"
"1044",1044,"tor_alert",1459483980,"149.170.9.184",51482,"217.245.78.112",443,"149.170.9.184","S5"
"1045",1045,"disguised_exe_alert",1464262842,"149.170.60.96",61722,"162.71.107.114",80,"149.170.60.96","S1"
"1046",1046,"ssl_alert",1464510099,"149.170.60.96",53727,"225.234.81.159",443,"149.170.60.96","S2"
"1047",1047,"scan_alert",1464728169,"149.170.60.96",50693,"149.170.163.127",554,"149.170.60.96","S4"
"1048",1048,"tor_alert",1464670404,"149.170.60.96",49319,"75.119.251.14",443,"149.170.60.96","S5"
"1049",1049,"disguised_exe_alert",1465428478,"149.170.126.91",59010,"85.241.70.248",80,"149.170.126.91","S1"
"1050",1050,"domain_flux_alert",1465458737,"149.170.126.91",50841,"149.170.39.93",53,"149.170.126.91","S2"
"1051",1051,"brute_force_alert",1465728423,"149.170.126.91",58120,"149.170.71.76",787,"149.170.126.91","S3"
"1052",1052,"scan_alert",1465985770,"149.170.126.91",55358,"149.170.146.65",702,"149.170.126.91","S4"
"1053",1053,"nc_alert",1466033279,NA,NA,NA,NA,NA,"S6"
"1054",1054,"disguised_exe_alert",1458059931,"149.170.31.199",63528,"6.103.46.239",80,"149.170.31.199","S1"
"1055",1055,"ip_alert",1458134820,"149.170.31.199",64216,"190.15.192.25",443,"149.170.31.199","S2"
"1056",1056,"scan_alert",1458286436,"149.170.31.199",56029,"149.170.123.101",453,"149.170.31.199","S4"
"1057",1057,"tor_alert",1458551651,"149.170.31.199",52729,"137.135.8.233",443,"149.170.31.199","S5"
"1058",1058,"hash_alert",1454764251,"149.170.10.183",56448,"220.192.94.201",80,"149.170.10.183","S1"
"1059",1059,"ip_alert",1455142588,"149.170.10.183",49262,"199.187.129.193",443,"149.170.10.183","S2"
"1060",1060,"brute_force_alert",1455144290,"149.170.10.183",62682,"149.170.175.175",28,"149.170.10.183","S3"
"1061",1061,"nc_alert",1455369052,NA,NA,NA,NA,NA,"S6"
"1062",1062,"hash_alert",1457769153,"149.170.251.23",49493,"165.236.224.129",80,"149.170.251.23","S1"
"1063",1063,"ip_alert",1458132075,"149.170.251.23",57219,"200.57.183.176",443,"149.170.251.23","S2"
"1064",1064,"nc_alert",1458373954,NA,NA,NA,NA,NA,"S6"
"1065",1065,"disguised_exe_alert",1459274655,"149.170.249.38",59067,"126.184.34.182",80,"149.170.249.38","S1"
"1066",1066,"ssl_alert",1459490965,"149.170.249.38",52553,"107.101.159.166",443,"149.170.249.38","S2"
"1067",1067,"nc_alert",1459879456,NA,NA,NA,NA,NA,"S6"
"1068",1068,"disguised_exe_alert",1456385169,"149.170.225.26",50462,"11.59.230.108",80,"149.170.225.26","S1"
"1069",1069,"domain_flux_alert",1456426764,"149.170.225.26",59872,"149.170.39.92",53,"149.170.225.26","S2"
"1070",1070,"scan_alert",1456747437,"149.170.225.26",64382,"149.170.245.238",410,"149.170.225.26","S4"
"1071",1071,"tor_alert",1456449787,"149.170.225.26",58838,"81.7.16.59",443,"149.170.225.26","S5"
"1072",1072,"disguised_exe_alert",1456394704,"149.170.210.246",53173,"92.124.145.214",80,"149.170.210.246","S1"
"1073",1073,"ssl_alert",1456625014,"149.170.210.246",63434,"203.14.96.230",443,"149.170.210.246","S2"
"1074",1074,"brute_force_alert",1456974359,"149.170.210.246",50268,"149.170.239.196",191,"149.170.210.246","S3"
"1075",1075,"scan_alert",1456980119,"149.170.210.246",59405,"149.170.205.186",526,"149.170.210.246","S4"
"1076",1076,"tor_alert",1456998279,"149.170.210.246",56516,"195.154.5.205",443,"149.170.210.246","S5"
"1077",1077,"hash_alert",1461401060,"149.170.149.7",62210,"2.204.139.176",80,"149.170.149.7","S1"
"1078",1078,"ssl_alert",1461671181,"149.170.149.7",50640,"242.245.176.82",443,"149.170.149.7","S2"
"1079",1079,"tor_alert",1461825986,"149.170.149.7",50301,"86.107.110.82",443,"149.170.149.7","S5"
"1080",1080,"disguised_exe_alert",1455974690,"149.170.78.240",50379,"32.141.242.141",80,"149.170.78.240","S1"
"1081",1081,"ssl_alert",1456175143,"149.170.78.240",65534,"76.145.23.74",443,"149.170.78.240","S2"
"1082",1082,"scan_alert",1456508806,"149.170.78.240",49930,"149.170.118.203",422,"149.170.78.240","S4"
"1083",1083,"tor_alert",1456545034,"149.170.78.240",61513,"103.12.163.40",443,"149.170.78.240","S5"
"1084",1084,"disguised_exe_alert",1457790023,"149.170.137.193",52399,"33.107.187.114",80,"149.170.137.193","S1"
"1085",1085,"ip_alert",1458387971,"149.170.137.193",56532,"64.145.91.67",443,"149.170.137.193","S2"
"1086",1086,"scan_alert",1458393945,"149.170.137.193",53233,"149.170.150.207",913,"149.170.137.193","S4"
"1087",1087,"tor_alert",1458393524,"149.170.137.193",60317,"104.236.129.46",443,"149.170.137.193","S5"
"1088",1088,"hash_alert",1463755686,"149.170.144.211",58603,"169.13.40.205",80,"149.170.144.211","S1"
"1089",1089,"ip_alert",1464220666,"149.170.144.211",56938,"92.45.16.100",443,"149.170.144.211","S2"
"1090",1090,"nc_alert",1464360487,NA,NA,NA,NA,NA,"S6"
"1091",1091,"hash_alert",1455137897,"149.170.144.105",60556,"159.57.162.18",80,"149.170.144.105","S1"
"1092",1092,"ssl_alert",1455521708,"149.170.144.105",58300,"26.238.92.167",443,"149.170.144.105","S2"
"1093",1093,"brute_force_alert",1455593836,"149.170.144.105",52993,"149.170.157.77",71,"149.170.144.105","S3"
"1094",1094,"nc_alert",1455742698,NA,NA,NA,NA,NA,"S6"
"1095",1095,"hash_alert",1458946448,"149.170.131.246",55327,"162.210.101.226",80,"149.170.131.246","S1"
"1096",1096,"ip_alert",1459473060,"149.170.131.246",53459,"93.185.75.21",443,"149.170.131.246","S2"
"1097",1097,"nc_alert",1459551249,NA,NA,NA,NA,NA,"S6"
"1098",1098,"disguised_exe_alert",1458512120,"149.170.123.202",60493,"28.148.10.77",80,"149.170.123.202","S1"
"1099",1099,"ip_alert",1458989937,"149.170.123.202",54907,"80.249.6.216",443,"149.170.123.202","S2"
"1100",1100,"tor_alert",1458991009,"149.170.123.202",57366,"85.204.11.53",443,"149.170.123.202","S5"
"1101",1101,"hash_alert",1455230405,"149.170.25.125",63449,"30.52.45.223",80,"149.170.25.125","S1"
"1102",1102,"nc_alert",1455835206,NA,NA,NA,NA,NA,"S6"
"1103",1103,"disguised_exe_alert",1456484336,"149.170.16.97",52923,"67.86.234.82",80,"149.170.16.97","S1"
"1104",1104,"ip_alert",1457042341,"149.170.16.97",54610,"23.94.5.119",443,"149.170.16.97","S2"
"1105",1105,"nc_alert",1457089137,NA,NA,NA,NA,NA,"S6"
"1106",1106,"disguised_exe_alert",1461350675,"149.170.30.208",50078,"149.170.38.103",80,"149.170.30.208","S1"
"1107",1107,"nc_alert",1461955476,NA,NA,NA,NA,NA,"S6"
"1108",1108,"domain_alert",1464207289,"149.170.194.229",55734,"149.170.39.92",53,"149.170.194.229","S1"
"1109",1109,"ip_alert",1464710712,"149.170.194.229",59419,"78.129.133.249",443,"149.170.194.229","S2"
"1110",1110,"brute_force_alert",1464799384,"149.170.194.229",50462,"149.170.70.24",651,"149.170.194.229","S3"
"1111",1111,"tor_alert",1464803362,"149.170.194.229",62459,"67.227.198.183",443,"149.170.194.229","S5"
"1112",1112,"disguised_exe_alert",1451722196,"149.170.202.84",54333,"15.162.216.142",80,"149.170.202.84","S1"
"1113",1113,"ssl_alert",1451756347,"149.170.202.84",58678,"33.5.190.51",443,"149.170.202.84","S2"
"1114",1114,"tor_alert",1451960594,"149.170.202.84",61998,"5.34.183.26",443,"149.170.202.84","S5"
"1115",1115,"disguised_exe_alert",1461864360,"149.170.133.11",50498,"53.119.127.116",80,"149.170.133.11","S1"
"1116",1116,"ip_alert",1462256815,"149.170.133.11",59605,"210.90.190.75",443,"149.170.133.11","S2"
"1117",1117,"tor_alert",1462347142,"149.170.133.11",61898,"167.114.113.134",443,"149.170.133.11","S5"
"1118",1118,"disguised_exe_alert",1459603846,"149.170.46.253",63475,"43.24.218.185",80,"149.170.46.253","S1"
"1119",1119,"ssl_alert",1459993712,"149.170.46.253",53136,"147.132.86.254",443,"149.170.46.253","S2"
"1120",1120,"nc_alert",1460208647,NA,NA,NA,NA,NA,"S6"
"1121",1121,"hash_alert",1452765874,"149.170.230.106",59214,"209.229.138.215",80,"149.170.230.106","S1"
"1122",1122,"ip_alert",1452818511,"149.170.230.106",63649,"199.7.136.88",443,"149.170.230.106","S2"
"1123",1123,"nc_alert",1453370675,NA,NA,NA,NA,NA,"S6"
"1124",1124,"domain_alert",1455467594,"149.170.100.41",56400,"149.170.39.92",53,"149.170.100.41","S1"
"1125",1125,"ip_alert",1455948357,"149.170.100.41",61481,"166.84.7.180",443,"149.170.100.41","S2"
"1126",1126,"scan_alert",1455980568,"149.170.100.41",57637,"149.170.55.250",794,"149.170.100.41","S4"
"1127",1127,"tor_alert",1456048566,"149.170.100.41",61808,"188.138.122.32",443,"149.170.100.41","S5"
