,UserName,SrcDevice,DstDevice,Authent Type,Failure,DailyCount,Hour,Day
8953,User063197,Comp215835,None,ScreensaverInvoked,0,1.0,17,65
8954,User063197,Comp391885,Comp625999,TGS,0,1.0,18,65
8955,User063197,Comp391885,Comp337732,TGS,0,3.0,18,65
8956,User063197,Comp215835,None,ScreensaverDismissed,0,1.0,18,65
8957,User063197,Comp391885,Comp364152,TGS,0,1.0,18,65
8958,User063197,Comp391885,ActiveDirectory,NetworkLogon,0,319.0,18,65
8959,User063197,Comp215835,Comp915658,NetworkLogon,0,3.0,19,65
8960,User063197,Comp391885,Comp004340,NetworkLogon,0,1.0,19,65
8961,User063197,Comp107130,Comp916004,NetworkLogon,0,23.0,19,65
8962,User063197,Comp391885,Comp004340,TGS,0,1.0,19,65
8963,User063197,Comp215835,ActiveDirectory,TGT,0,3.0,19,65
8964,User063197,ActiveDirectory,ActiveDirectory,NetworkLogon,0,3.0,19,65
8965,User063197,Comp215835,Comp370444,TGS,0,3.0,20,65
8966,User063197,Comp391885,Comp391885,TGS,0,3.0,20,65
8967,User063197,Comp391885,Comp172449,NetworkLogon,0,1.0,21,65
8968,User063197,Comp391885,ActiveDirectory,TGS,0,51.0,22,65
8969,User063197,Comp391885,Comp625999,NetworkLogon,0,1.0,22,65
8970,User063197,Comp215835,None,WorkstationLock,0,1.0,22,65
8971,User063197,Comp391885,Comp169810,TGS,0,1.0,23,65
8972,User063197,Comp391885,Comp788417,TGS,0,6.0,2,66
8973,User063197,Comp215835,ActiveDirectory,TGS,0,33.0,2,66
8974,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,172.0,4,66
8975,User063197,Comp391885,Comp169810,NetworkLogon,0,1.0,5,66
8976,User063197,Comp391885,Comp391885,TGS,0,6.0,6,66
8977,User063197,Comp391885,Comp915658,NetworkLogon,0,6.0,7,66
8978,User063197,Comp215835,Comp915658,TGS,0,1.0,7,66
8979,User063197,Comp391885,Comp370444,NetworkLogon,0,22.0,8,66
8980,User063197,Comp215835,Comp829338,TGS,0,1.0,8,66
8981,User063197,Comp215835,Comp370444,NetworkLogon,0,25.0,9,66
8982,User063197,Comp391885,Comp915658,TGS,0,5.0,10,66
8983,User063197,Comp391885,Comp829338,TGS,0,5.0,10,66
8984,User063197,Comp391885,Comp337732,NetworkLogon,0,164.0,11,66
8985,User063197,Comp391885,Comp370444,TGS,0,6.0,12,66
8986,User063197,Comp215835,None,WorkstationUnlock,0,3.0,14,66
8987,User063197,Comp391885,ActiveDirectory,TGT,0,13.0,16,66
8988,User063197,Comp391885,Comp625999,NetworkLogon,0,1.0,16,66
8989,User063197,Comp215835,Comp215835,TGS,0,1.0,16,66
8990,User063197,Comp215835,None,ScreensaverInvoked,0,1.0,17,66
8991,User063197,Comp391885,Comp625999,TGS,0,1.0,18,66
8992,User063197,Comp391885,Comp337732,TGS,0,6.0,18,66
8993,User063197,Comp215835,None,ScreensaverDismissed,0,1.0,18,66
8994,User063197,Comp391885,ActiveDirectory,NetworkLogon,0,313.0,18,66
8995,User063197,Comp215835,Comp915658,NetworkLogon,0,2.0,19,66
8996,User063197,Comp107130,Comp916004,NetworkLogon,0,10.0,19,66
8997,User063197,Comp215835,ActiveDirectory,TGT,0,3.0,19,66
8998,User063197,Comp215835,Comp370444,TGS,0,3.0,20,66
8999,User063197,Comp391885,ActiveDirectory,TGS,0,50.0,22,66
9000,User063197,Comp391885,Comp169810,TGS,0,1.0,22,66
9001,User063197,Comp215835,None,WorkstationLock,0,1.0,22,66
9002,User063197,Comp391885,Comp788417,TGS,0,9.0,2,67
9003,User063197,Comp215835,ActiveDirectory,TGS,0,55.0,2,67
9004,User063197,Comp215835,None,WorkstationUnlock,1,9.0,3,67
9005,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,176.0,4,67
9006,User063197,Comp215835,Comp915658,TGS,0,1.0,4,67
9007,User063197,Comp391885,Comp169810,NetworkLogon,0,4.0,5,67
9008,User063197,Comp391885,Comp915658,NetworkLogon,0,22.0,7,67
9009,User063197,Comp391885,Comp370444,NetworkLogon,0,27.0,8,67
9010,User063197,Comp215835,Comp370444,NetworkLogon,0,31.0,9,67
9011,User063197,Comp391885,Comp829338,TGS,0,3.0,10,67
9012,User063197,Comp391885,Comp337732,NetworkLogon,0,431.0,11,67
9013,User063197,Comp391885,Comp915658,TGS,0,8.0,12,67
9014,User063197,Comp391885,Comp370444,TGS,0,12.0,12,67
9015,User063197,Comp215835,None,ScreensaverDismissed,0,7.0,15,67
9016,User063197,Comp391885,Comp391885,TGS,0,12.0,15,67
9017,User063197,Comp391885,ActiveDirectory,TGT,0,25.0,16,67
9018,User063197,Comp215835,Comp215835,TGS,0,6.0,16,67
9019,User063197,Comp215835,Comp829338,TGS,0,1.0,16,67
9020,User063197,Comp215835,None,WorkstationUnlock,0,15.0,17,67
9021,User063197,Comp391885,Comp625999,TGS,0,4.0,18,67
9022,User063197,Comp391885,Comp337732,TGS,0,11.0,18,67
9023,User063197,Comp391885,Comp364152,TGS,0,3.0,18,67
9024,User063197,Comp391885,ActiveDirectory,NetworkLogon,0,400.0,18,67
9025,User063197,Comp215835,None,ScreensaverInvoked,0,7.0,19,67
9026,User063197,Comp215835,Comp915658,NetworkLogon,0,1.0,19,67
9027,User063197,Comp391885,Comp004340,NetworkLogon,0,3.0,19,67
9028,User063197,Comp107130,Comp916004,NetworkLogon,0,17.0,19,67
9029,User063197,Comp215835,ActiveDirectory,TGT,0,7.0,19,67
9030,User063197,Comp391885,ActiveDirectory,TGS,0,79.0,22,67
9031,User063197,Comp391885,Comp625999,NetworkLogon,0,4.0,22,67
9032,User063197,Comp215835,Comp370444,TGS,0,9.0,22,67
9033,User063197,Comp215835,None,WorkstationLock,0,7.0,22,67
9034,User063197,Comp391885,Comp169810,TGS,0,4.0,23,67
9035,User063197,Comp391885,Comp004340,TGS,0,3.0,23,67
9036,User063197,Comp215835,ActiveDirectory,TGS,0,27.0,2,68
9037,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,191.0,4,68
9038,User063197,Comp215835,Comp546675,TGS,0,1.0,5,68
9039,User063197,Comp215835,Comp915658,TGS,0,1.0,7,68
9040,User063197,Comp215835,Comp829338,TGS,0,1.0,8,68
9041,User063197,Comp215835,Comp370444,NetworkLogon,0,24.0,9,68
9042,User063197,Comp215835,Comp915658,NetworkLogon,0,1.0,19,68
9043,User063197,Comp215835,ActiveDirectory,TGT,0,2.0,19,68
9044,User063197,Comp215835,Comp370444,TGS,0,2.0,20,68
9045,User063197,Comp215835,Comp546675,NetworkLogon,0,1.0,20,68
9046,User063197,Comp215835,ActiveDirectory,TGS,0,28.0,5,69
9047,User063197,Comp215835,Comp829338,TGS,0,1.0,8,69
9048,User063197,Comp215835,Comp370444,NetworkLogon,0,24.0,9,69
9049,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,159.0,9,69
9050,User063197,Comp215835,Comp915658,TGS,0,1.0,15,69
9051,User063197,Comp215835,ActiveDirectory,TGT,0,3.0,15,69
9052,User063197,Comp215835,Comp915658,NetworkLogon,0,1.0,15,69
9053,User063197,Comp215835,Comp370444,TGS,0,3.0,21,69
9054,User063197,Comp215835,Comp829338,TGS,0,2.0,2,70
9055,User063197,Comp215835,ActiveDirectory,TGS,0,30.0,5,70
9056,User063197,Comp215835,Comp370444,NetworkLogon,0,24.0,9,70
9057,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,160.0,9,70
9058,User063197,Comp215835,Comp915658,TGS,0,2.0,15,70
9059,User063197,Comp215835,ActiveDirectory,TGT,0,2.0,15,70
9060,User063197,Comp215835,Comp915658,NetworkLogon,0,2.0,15,70
9061,User063197,Comp215835,Comp370444,TGS,0,2.0,21,70
9062,User063197,Comp391885,Comp788417,TGS,0,2.0,2,71
9063,User063197,Comp215835,ActiveDirectory,TGS,0,44.0,2,71
9064,User063197,Comp215835,None,WorkstationUnlock,1,3.0,3,71
9065,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,173.0,4,71
9066,User063197,Comp215835,Comp915658,TGS,0,1.0,4,71
9067,User063197,Comp391885,Comp169810,NetworkLogon,0,2.0,5,71
9068,User063197,Comp391885,Comp915658,NetworkLogon,0,16.0,7,71
9069,User063197,Comp391885,Comp370444,NetworkLogon,0,19.0,8,71
9070,User063197,Comp215835,Comp370444,NetworkLogon,0,26.0,9,71
9071,User063197,Comp391885,Comp915658,TGS,0,2.0,10,71
9072,User063197,Comp391885,Comp829338,TGS,0,2.0,10,71
9073,User063197,Comp391885,Comp337732,NetworkLogon,0,147.0,11,71
9074,User063197,Comp391885,Comp370444,TGS,0,3.0,12,71
9075,User063197,Comp215835,None,WorkstationUnlock,0,4.0,14,71
9076,User063197,Comp215835,None,ScreensaverDismissed,0,2.0,15,71
9077,User063197,Comp391885,ActiveDirectory,TGT,0,5.0,16,71
9078,User063197,Comp391885,Comp625999,NetworkLogon,0,2.0,16,71
9079,User063197,Comp215835,Comp829338,TGS,0,1.0,16,71
9080,User063197,Comp215835,Comp215835,TGS,0,2.0,17,71
9081,User063197,Comp391885,Comp625999,TGS,0,2.0,18,71
9082,User063197,Comp391885,Comp337732,TGS,0,1.0,18,71
9083,User063197,Comp391885,Comp364152,TGS,0,2.0,18,71
9084,User063197,Comp391885,ActiveDirectory,NetworkLogon,0,251.0,18,71
9085,User063197,Comp215835,Comp915658,NetworkLogon,0,1.0,19,71
9086,User063197,Comp391885,Comp004340,NetworkLogon,0,2.0,19,71
9087,User063197,Comp107130,Comp916004,NetworkLogon,0,7.0,19,71
9088,User063197,Comp215835,ActiveDirectory,TGT,0,4.0,19,71
9089,User063197,Comp215835,Comp370444,TGS,0,4.0,20,71
9090,User063197,Comp391885,Comp391885,TGS,0,2.0,20,71
9091,User063197,Comp391885,ActiveDirectory,TGS,0,26.0,22,71
9092,User063197,Comp215835,None,ScreensaverInvoked,0,2.0,22,71
9093,User063197,Comp215835,None,WorkstationLock,0,2.0,22,71
9094,User063197,Comp391885,Comp169810,TGS,0,2.0,23,71
9095,User063197,Comp391885,Comp004340,TGS,0,2.0,23,71
9096,User063197,Comp391885,Comp788417,TGS,0,2.0,2,72
9097,User063197,Comp391885,Comp915658,NetworkLogon,0,2.0,2,72
9098,User063197,Comp215835,None,WorkstationLock,0,1.0,2,72
9099,User063197,Comp215835,ActiveDirectory,TGS,0,28.0,2,72
9100,User063197,Comp215835,None,WorkstationUnlock,1,4.0,3,72
9101,User063197,Comp391885,Comp546675,NetworkLogon,0,2.0,3,72
9102,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,110.0,4,72
9103,User063197,Comp391885,Comp169810,NetworkLogon,0,1.0,5,72
9104,User063197,Comp215835,Comp546675,TGS,0,1.0,5,72
9105,User063197,Comp391885,Comp391885,TGS,0,2.0,6,72
9106,User063197,Comp391885,Comp546675,TGS,0,1.0,6,72
9107,User063197,Comp391885,Comp370444,NetworkLogon,0,17.0,8,72
9108,User063197,Comp215835,Comp370444,NetworkLogon,0,17.0,9,72
9109,User063197,Comp391885,Comp829338,TGS,0,1.0,10,72
9110,User063197,Comp215835,Comp215835,TGS,0,2.0,10,72
9111,User063197,Comp391885,Comp337732,NetworkLogon,0,172.0,11,72
9112,User063197,Comp391885,Comp915658,TGS,0,1.0,12,72
9113,User063197,Comp391885,Comp370444,TGS,0,3.0,12,72
9114,User063197,Comp215835,None,ScreensaverDismissed,0,2.0,15,72
9115,User063197,Comp391885,ActiveDirectory,TGT,0,5.0,16,72
9116,User063197,Comp391885,Comp625999,NetworkLogon,0,1.0,16,72
9117,User063197,Comp215835,Comp829338,TGS,0,1.0,16,72
9118,User063197,Comp215835,None,WorkstationUnlock,0,5.0,17,72
9119,User063197,Comp215835,None,ScreensaverInvoked,0,1.0,17,72
9120,User063197,Comp391885,Comp625999,TGS,0,1.0,18,72
9121,User063197,Comp391885,Comp337732,TGS,0,3.0,18,72
9122,User063197,Comp391885,ActiveDirectory,NetworkLogon,0,212.0,18,72
9123,User063197,Comp215835,Comp915658,NetworkLogon,0,3.0,19,72
9124,User063197,Comp107130,Comp916004,NetworkLogon,0,6.0,19,72
9125,User063197,Comp215835,ActiveDirectory,TGT,0,2.0,19,72
9126,User063197,Comp215835,Comp370444,TGS,0,2.0,20,72
9127,User063197,Comp215835,Comp546675,NetworkLogon,0,1.0,20,72
9128,User063197,Comp215835,Comp915658,TGS,0,1.0,21,72
9129,User063197,Comp391885,ActiveDirectory,TGS,0,24.0,22,72
9130,User063197,Comp391885,Comp169810,TGS,0,1.0,23,72
9131,User063197,Comp313307,None,ScreensaverInvoked,0,1.0,0,73
9132,User063197,Comp239020,None,WorkstationUnlock,1,1.0,0,73
9133,User063197,Comp313307,Comp370444,NetworkLogon,0,12.0,1,73
9134,User063197,Comp239020,Comp829338,TGS,0,6.0,1,73
9135,User063197,Comp313307,None,ScreensaverDismissed,0,1.0,1,73
9136,User063197,Comp239020,Comp239020,TGS,0,6.0,2,73
9137,User063197,Comp239020,None,InteractiveLogon,1,1.0,3,73
9138,User063197,Comp239020,Comp004340,TGS,0,2.0,3,73
9139,User063197,Comp239020,Comp788417,TGS,0,6.0,4,73
9140,User063197,Comp239020,Comp370444,TGS,0,6.0,4,73
9141,User063197,Comp239020,ActiveDirectory,TGT,0,12.0,4,73
9142,User063197,Comp239020,Comp169810,NetworkLogon,0,2.0,6,73
9143,User063197,Comp239020,ActiveDirectory,NetworkLogon,0,244.0,6,73
9144,User063197,Comp239020,Comp401202,NetworkLogon,0,389.0,6,73
9145,User063197,Comp239020,Comp004340,NetworkLogon,0,2.0,7,73
9146,User063197,Comp313307,Comp313307,TGS,0,3.0,7,73
9147,User063197,Comp239020,None,WorkstationLock,0,4.0,8,73
9148,User063197,Comp313307,Comp915658,NetworkLogon,0,3.0,8,73
9149,User063197,Comp313307,None,InteractiveLogon,1,1.0,8,73
9150,User063197,Comp239020,Comp169810,TGS,0,2.0,8,73
9151,User063197,Comp313307,Comp829338,TGS,0,2.0,9,73
9152,User063197,Comp313307,None,WorkstationLock,0,1.0,9,73
9153,User063197,Comp239020,Comp337732,TGS,0,6.0,9,73
9154,User063197,Comp239020,ActiveDirectory,TGS,0,63.0,10,73
9155,User063197,Comp313307,Comp546675,NetworkLogon,0,1.0,10,73
9156,User063197,Comp239020,None,ScreensaverInvoked,0,4.0,10,73
9157,User063197,Comp239020,Comp364152,TGS,0,2.0,10,73
9158,User063197,Comp239020,Comp546675,TGS,0,5.0,10,73
9159,User063197,Comp239020,Comp401202,TGS,0,10.0,11,73
9160,User063197,Comp313307,Comp546675,TGS,0,1.0,12,73
9161,User063197,Comp313307,None,WorkstationUnlock,0,3.0,13,73
9162,User063197,Comp239020,Comp625999,TGS,0,2.0,13,73
9163,User063197,Comp239020,Comp625999,NetworkLogon,0,2.0,13,73
9164,User063197,Comp239020,Comp370444,NetworkLogon,0,16.0,14,73
9165,User063197,Comp313307,Comp915658,TGS,0,2.0,15,73
9166,User063197,Comp239020,None,ScreensaverDismissed,0,4.0,15,73
9167,User063197,Comp239020,Comp915658,NetworkLogon,0,19.0,15,73
9168,User063197,Comp239020,Comp915658,TGS,0,6.0,16,73
9169,User063197,Comp313307,ActiveDirectory,TGT,0,3.0,16,73
9170,User063197,Comp239020,None,InteractiveLogon,0,4.0,16,73
9171,User063197,Comp313307,ActiveDirectory,TGS,0,19.0,17,73
9172,User063197,Comp239020,Comp337732,NetworkLogon,0,77.0,18,73
9173,User063197,Comp107130,Comp916004,NetworkLogon,0,10.0,19,73
9174,User063197,Comp313307,None,InteractiveLogon,0,2.0,19,73
9175,User063197,Comp313307,Comp370444,TGS,0,3.0,20,73
9176,User063197,Comp313307,ActiveDirectory,NetworkLogon,0,74.0,21,73
9177,User063197,Comp239020,Comp546675,NetworkLogon,0,13.0,21,73
9178,User063197,Comp239020,None,WorkstationUnlock,0,18.0,23,73
9179,User063197,Comp239020,Comp829338,TGS,0,1.0,1,74
9180,User063197,Comp391885,Comp788417,TGS,0,6.0,2,74
9181,User063197,Comp215835,ActiveDirectory,TGS,0,18.0,2,74
9182,User063197,Comp239020,Comp239020,TGS,0,1.0,2,74
9183,User063197,Comp239020,Comp004340,TGS,0,1.0,3,74
9184,User063197,Comp215835,None,WorkstationUnlock,1,1.0,3,74
9185,User063197,Comp391885,Comp004340,TGS,0,1.0,4,74
9186,User063197,Comp239020,Comp370444,TGS,0,1.0,4,74
9187,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,71.0,4,74
9188,User063197,Comp239020,ActiveDirectory,TGT,0,2.0,4,74
9189,User063197,Comp391885,Comp169810,NetworkLogon,0,1.0,5,74
9190,User063197,Comp215835,Comp546675,TGS,0,1.0,5,74
9191,User063197,Comp400875,Comp370444,NetworkLogon,0,2.0,6,74
9192,User063197,Comp239020,Comp169810,NetworkLogon,0,1.0,6,74
9193,User063197,Comp239020,ActiveDirectory,NetworkLogon,0,21.0,6,74
9194,User063197,Comp239020,Comp401202,NetworkLogon,0,19.0,6,74
9195,User063197,Comp391885,Comp915658,NetworkLogon,0,4.0,7,74
9196,User063197,Comp239020,Comp004340,NetworkLogon,0,1.0,7,74
9197,User063197,Comp215835,Comp915658,TGS,0,1.0,7,74
9198,User063197,Comp215835,Comp370444,TGS,0,3.0,7,74
9199,User063197,Comp400875,Comp370444,TGS,0,1.0,8,74
9200,User063197,Comp391885,Comp370444,NetworkLogon,0,14.0,8,74
9201,User063197,Comp239020,Comp169810,TGS,0,1.0,8,74
9202,User063197,Comp215835,Comp829338,TGS,0,1.0,8,74
9203,User063197,Comp400875,ActiveDirectory,NetworkLogon,0,10.0,9,74
9204,User063197,Comp215835,None,InteractiveLogon,0,1.0,9,74
9205,User063197,Comp215835,Comp370444,NetworkLogon,0,11.0,9,74
9206,User063197,Comp239020,Comp337732,TGS,0,1.0,9,74
9207,User063197,Comp215835,None,ScreensaverInvoked,0,2.0,9,74
9208,User063197,Comp391885,Comp915658,TGS,0,3.0,10,74
9209,User063197,Comp391885,Comp829338,TGS,0,3.0,10,74
9210,User063197,Comp239020,ActiveDirectory,TGS,0,10.0,10,74
9211,User063197,Comp239020,Comp364152,TGS,0,1.0,10,74
9212,User063197,Comp215835,Comp215835,TGS,0,3.0,10,74
9213,User063197,Comp400875,ActiveDirectory,TGT,0,1.0,11,74
9214,User063197,Comp239020,Comp401202,TGS,0,1.0,11,74
9215,User063197,Comp391885,Comp337732,NetworkLogon,0,308.0,11,74
9216,User063197,Comp400875,None,InteractiveLogon,0,1.0,12,74
9217,User063197,Comp400875,Comp915658,NetworkLogon,0,1.0,12,74
9218,User063197,Comp391885,Comp370444,TGS,0,6.0,12,74
9219,User063197,Comp239020,Comp625999,TGS,0,1.0,13,74
9220,User063197,Comp239020,Comp625999,NetworkLogon,0,1.0,13,74
9221,User063197,Comp391885,Comp364152,TGS,0,1.0,14,74
9222,User063197,Comp239020,Comp370444,NetworkLogon,0,1.0,14,74
9223,User063197,Comp239020,Comp915658,NetworkLogon,0,1.0,15,74
9224,User063197,Comp239020,Comp915658,TGS,0,1.0,16,74
9225,User063197,Comp391885,ActiveDirectory,TGT,0,12.0,16,74
9226,User063197,Comp239020,None,InteractiveLogon,0,2.0,16,74
9227,User063197,Comp400875,Comp829338,TGS,0,1.0,17,74
9228,User063197,Comp391885,Comp625999,TGS,0,1.0,18,74
9229,User063197,Comp215835,None,WorkstationUnlock,0,5.0,18,74
9230,User063197,Comp391885,Comp337732,TGS,0,10.0,18,74
9231,User063197,Comp400875,Comp915658,TGS,0,1.0,18,74
9232,User063197,Comp400875,ActiveDirectory,TGS,0,6.0,18,74
9233,User063197,Comp239020,Comp337732,NetworkLogon,0,9.0,18,74
9234,User063197,Comp391885,ActiveDirectory,NetworkLogon,0,222.0,18,74
9235,User063197,Comp215835,Comp915658,NetworkLogon,0,2.0,19,74
9236,User063197,Comp391885,Comp004340,NetworkLogon,0,1.0,19,74
9237,User063197,Comp215835,ActiveDirectory,TGT,0,3.0,19,74
9238,User063197,Comp400875,Comp400875,TGS,0,1.0,20,74
9239,User063197,Comp215835,None,ScreensaverDismissed,0,2.0,20,74
9240,User063197,Comp391885,Comp391885,TGS,0,6.0,20,74
9241,User063197,Comp215835,Comp546675,NetworkLogon,0,2.0,20,74
9242,User063197,Comp391885,ActiveDirectory,TGS,0,56.0,22,74
9243,User063197,Comp391885,Comp625999,NetworkLogon,0,1.0,22,74
9244,User063197,Comp391885,Comp169810,TGS,0,1.0,22,74
9245,User063197,Comp107130,Comp916004,NetworkLogon,0,5.0,22,74
9246,User063197,Comp215835,None,WorkstationLock,0,2.0,22,74
9247,User063197,Comp391885,Comp788417,TGS,0,4.0,2,78
9248,User063197,Comp215835,ActiveDirectory,TGS,0,24.0,2,78
9249,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,117.0,4,78
9250,User063197,Comp391885,Comp169810,NetworkLogon,0,2.0,5,78
9251,User063197,Comp391885,Comp915658,NetworkLogon,0,8.0,7,78
9252,User063197,Comp215835,Comp915658,TGS,0,1.0,7,78
9253,User063197,Comp391885,Comp370444,NetworkLogon,0,18.0,8,78
9254,User063197,Comp215835,Comp829338,TGS,0,1.0,8,78
9255,User063197,Comp215835,None,InteractiveLogon,0,1.0,9,78
9256,User063197,Comp215835,Comp370444,NetworkLogon,0,16.0,9,78
9257,User063197,Comp215835,None,ScreensaverInvoked,0,2.0,9,78
9258,User063197,Comp391885,Comp915658,TGS,0,4.0,10,78
9259,User063197,Comp391885,Comp829338,TGS,0,5.0,10,78
9260,User063197,Comp215835,Comp215835,TGS,0,2.0,10,78
9261,User063197,Comp391885,Comp337732,NetworkLogon,0,93.0,11,78
9262,User063197,Comp391885,Comp370444,TGS,0,4.0,12,78
9263,User063197,Comp391885,Comp364152,TGS,0,2.0,13,78
9264,User063197,Comp215835,None,WorkstationUnlock,0,3.0,14,78
9265,User063197,Comp391885,ActiveDirectory,TGT,0,8.0,16,78
9266,User063197,Comp391885,Comp625999,TGS,0,2.0,18,78
9267,User063197,Comp391885,Comp337732,TGS,0,7.0,18,78
9268,User063197,Comp391885,ActiveDirectory,NetworkLogon,0,306.0,18,78
9269,User063197,Comp215835,Comp915658,NetworkLogon,0,5.0,19,78
9270,User063197,Comp391885,Comp004340,NetworkLogon,0,2.0,19,78
9271,User063197,Comp107130,Comp916004,NetworkLogon,0,14.0,19,78
9272,User063197,Comp215835,ActiveDirectory,TGT,0,2.0,19,78
9273,User063197,Comp215835,None,InteractiveLogon,1,2.0,20,78
9274,User063197,Comp215835,None,ScreensaverDismissed,0,1.0,20,78
9275,User063197,Comp391885,Comp391885,TGS,0,4.0,20,78
9276,User063197,Comp391885,ActiveDirectory,TGS,0,55.0,22,78
9277,User063197,Comp391885,Comp625999,NetworkLogon,0,2.0,22,78
9278,User063197,Comp215835,Comp370444,TGS,0,2.0,22,78
9279,User063197,Comp215835,None,WorkstationLock,0,2.0,22,78
9280,User063197,Comp391885,Comp169810,TGS,0,2.0,23,78
9281,User063197,Comp391885,Comp004340,TGS,0,2.0,23,78
9282,User063197,Comp391885,Comp788417,TGS,0,9.0,2,79
9283,User063197,Comp215835,ActiveDirectory,TGS,0,26.0,2,79
9284,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,131.0,4,79
9285,User063197,Comp391885,Comp169810,NetworkLogon,0,1.0,5,79
9286,User063197,Comp391885,Comp391885,TGS,0,10.0,6,79
9287,User063197,Comp391885,Comp915658,NetworkLogon,0,2.0,7,79
9288,User063197,Comp215835,Comp915658,TGS,0,1.0,7,79
9289,User063197,Comp391885,Comp370444,NetworkLogon,0,25.0,8,79
9290,User063197,Comp215835,Comp829338,TGS,0,1.0,8,79
9291,User063197,Comp215835,Comp370444,NetworkLogon,0,25.0,9,79
9292,User063197,Comp391885,Comp915658,TGS,0,2.0,10,79
9293,User063197,Comp391885,Comp829338,TGS,0,2.0,10,79
9294,User063197,Comp391885,Comp337732,NetworkLogon,0,80.0,11,79
9295,User063197,Comp391885,Comp370444,TGS,0,11.0,12,79
9296,User063197,Comp215835,None,WorkstationUnlock,0,3.0,14,79
9297,User063197,Comp391885,ActiveDirectory,TGT,0,21.0,16,79
9298,User063197,Comp215835,Comp215835,TGS,0,1.0,17,79
9299,User063197,Comp215835,None,ScreensaverDismissed,0,1.0,17,79
9300,User063197,Comp391885,Comp625999,TGS,0,1.0,18,79
9301,User063197,Comp391885,Comp337732,TGS,0,10.0,18,79
9302,User063197,Comp391885,ActiveDirectory,NetworkLogon,0,233.0,18,79
9303,User063197,Comp215835,None,ScreensaverInvoked,0,1.0,19,79
9304,User063197,Comp215835,Comp915658,NetworkLogon,0,2.0,19,79
9305,User063197,Comp107130,Comp916004,NetworkLogon,0,2.0,19,79
9306,User063197,Comp215835,ActiveDirectory,TGT,0,4.0,19,79
9307,User063197,Comp215835,Comp370444,TGS,0,3.0,20,79
9308,User063197,Comp391885,Comp172449,NetworkLogon,0,1.0,21,79
9309,User063197,Comp391885,ActiveDirectory,TGS,0,107.0,22,79
9310,User063197,Comp391885,Comp625999,NetworkLogon,0,1.0,22,79
9311,User063197,Comp215835,None,WorkstationLock,0,1.0,22,79
9312,User063197,Comp391885,Comp169810,TGS,0,1.0,23,79
9313,User063197,Comp391885,Comp788417,TGS,0,5.0,2,80
9314,User063197,Comp215835,ActiveDirectory,TGS,0,31.0,2,80
9315,User063197,Comp215835,None,WorkstationUnlock,1,1.0,3,80
9316,User063197,Comp391885,Comp004340,TGS,0,1.0,4,80
9317,User063197,Comp215835,ActiveDirectory,NetworkLogon,0,165.0,4,80
9318,User063197,Comp391885,Comp169810,NetworkLogon,0,1.0,5,80
9319,User063197,Comp215835,Comp546675,TGS,0,1.0,5,80
9320,User063197,Comp391885,Comp391885,TGS,0,5.0,6,80
9321,User063197,Comp391885,Comp915658,NetworkLogon,0,16.0,7,80
9322,User063197,Comp391885,Comp370444,NetworkLogon,0,14.0,8,80
9323,User063197,Comp215835,Comp370444,NetworkLogon,0,25.0,9,80
9324,User063197,Comp215835,None,ScreensaverInvoked,0,1.0,9,80
9325,User063197,Comp391885,Comp915658,TGS,0,3.0,10,80
9326,User063197,Comp215835,Comp215835,TGS,0,1.0,10,80
9327,User063197,Comp391885,Comp337732,NetworkLogon,0,402.0,11,80
9328,User063197,Comp391885,Comp370444,TGS,0,5.0,12,80
9329,User063197,Comp391885,Comp829338,TGS,0,3.0,14,80
9330,User063197,Comp215835,None,WorkstationUnlock,0,2.0,14,80
9331,User063197,Comp215835,None,ScreensaverDismissed,0,1.0,14,80
9332,User063197,Comp391885,ActiveDirectory,TGT,0,10.0,16,80
9333,User063197,Comp215835,Comp829338,TGS,0,1.0,16,80
9334,User063197,Comp391885,Comp625999,TGS,0,1.0,18,80
9335,User063197,Comp391885,Comp337732,TGS,0,9.0,18,80
9336,User063197,Comp391885,Comp364152,TGS,0,1.0,18,80
9337,User063197,Comp391885,ActiveDirectory,NetworkLogon,0,244.0,18,80
9338,User063197,Comp215835,Comp915658,NetworkLogon,0,1.0,19,80
9339,User063197,Comp391885,Comp004340,NetworkLogon,0,1.0,19,80
9340,User063197,Comp107130,Comp916004,NetworkLogon,0,5.0,19,80
9341,User063197,Comp215835,ActiveDirectory,TGT,0,3.0,19,80
9342,User063197,Comp215835,Comp370444,TGS,0,3.0,20,80
9343,User063197,Comp215835,Comp546675,NetworkLogon,0,1.0,20,80
9344,User063197,Comp215835,Comp915658,TGS,0,1.0,21,80
9345,User063197,Comp391885,ActiveDirectory,TGS,0,52.0,22,80
9346,User063197,Comp391885,Comp625999,NetworkLogon,0,1.0,22,80
9347,User063197,Comp215835,None,WorkstationLock,0,1.0,22,80
9348,User063197,Comp391885,Comp169810,TGS,0,1.0,23,80
9349,User063197,Comp391885,Comp788417,TGS,0,4.0,2,81
